order_id,customer_id,order_date,order_status,total_amount,payment_method,shipping_country,promo_id
b721fd66-bc4e-42e3-b194-ca866bd150ea,df93dde2-3047-43c8-857e-3f9f7396a894,2024-04-07,confirmed,148.04,paypal,US,
8936ce30-5604-490e-9194-33026693404d,cc22bba7-3631-420c-8c10-3ae3ff6cfb0c,2023-08-28,confirmed,406.1,credit_card,US,
e5bafa15-55ef-4e38-9c37-6afdf9ae6220,9f01a136-6844-4c86-bbae-e33307678df1,2024-03-24,delivered,1448.7,credit_card,US,
a7ec0cbf-cae8-4d48-aec5-cbe47b58bee3,bb1b7740-d2a6-46db-b26c-657bd0b73f9c,2023-12-20,delivered,2161.2,debit_card,US,ba8a086b-51f7-4e0a-9bfe-9a373c4b023b
3d006170-5525-4e6e-9d07-b7fd45c5fb46,9f2292df-a341-446f-8ee0-451a2b17b0e5,2024-03-02,in_transit,1060.13,gift_card,US,0a7d2c79-4adc-46b3-a2f7-01e50975c815
76825e38-07e7-4dd0-bb54-1caed950740c,62b58bf2-f296-4766-bcb0-94877e17a086,2024-03-15,canceled,131.58,credit_card,Canada,
4f47eab0-f345-4d27-b2c0-fcdd60d25a08,9f2292df-a341-446f-8ee0-451a2b17b0e5,2023-12-23,returned,3669.48,credit_card,US,
b6ea3bd3-3a6e-4f9d-89d4-23be702b446f,ad473f54-cfaa-4b35-99f5-532d72592f7a,2023-03-17,delivered,1932.31,credit_card,US,59002d28-d21b-46ec-9242-0a9af1421105
4b5c728b-7fe7-4268-8341-52b63bce82ca,1b2e9092-8666-47e5-b883-83f20d3dba6e,2023-06-13,delivered,865.83,credit_card,Germany,
32245a0f-e5e8-40cb-a295-dea81a08b348,4a9c434c-9c1f-4472-b2fd-dff6594bbc7a,2024-04-22,delivered,439.72,apple_pay,US,6c289908-ca4b-4caa-8423-04c10203f43d
84970607-79e3-4b1b-bd5e-3d81f92b9bef,d6362348-f33c-4b25-9c4e-d965696b6fed,2023-01-26,backordered,1039.15,credit_card,US,fc19159c-df7b-44ac-9ce7-12dcf3937512
f9d97fae-2028-4d93-a306-6e403e0cd06a,0e444be7-c58b-406c-88bc-cc96872a8703,2024-04-08,delivered,1150.18,credit_card,Germany,
6b17c8dd-e3fe-42b7-b4f2-a208183cb6b2,dd0cb009-6b28-4f48-a54b-074149d3ac86,2024-04-28,delivered,305.69,paypal,US,4c0c4ca5-737c-4158-ae74-86af81993130
7aaa8f93-8a52-43da-ad2e-6059b1d1d7de,ee3462fb-b756-4e44-a0eb-227af4fa1c3a,2024-01-19,disputed,1004.19,paypal,Canada,
6e156c20-1968-4ae1-989c-a9c695c8e7e7,1e475fd2-d99b-479e-bffb-44352b2a5211,2024-02-19,delivered,532.18,debit_card,US,
dfaaecdc-d4b7-49b3-bccc-ed60303adc14,8063656d-d7ae-494a-9672-10569d0e80c5,2024-01-18,delivered,610.85,credit_card,US,
fe62f7e6-6674-4afa-966f-0adeeaba56e8,1899a723-ca24-478f-b85c-b2f3676590b7,2024-04-06,delivered,4004.61,credit_card,Canada,
4ce083df-6947-4551-9225-821a50dcee82,0e444be7-c58b-406c-88bc-cc96872a8703,2023-09-01,pending,9373.66,credit_card,Germany,
12a4c96a-da81-44b0-847c-eb72a42fb99f,e4cf282b-3504-43d6-80cd-6737c7f9fb98,2023-07-06,delivered,2169.55,credit_card,US,
535e5017-9471-4c2f-8013-7739950f9f2b,b143dfbc-a2c3-43d3-807a-48925bd2715c,2023-12-09,fulfilling,602.43,paypal,US,
996f883d-42ef-4bd2-9567-dbb0ed722c1d,162cf92f-8972-44a9-949b-da75c8847a9a,2024-02-06,delivered,1333.99,credit_card,US,
f85944e3-b635-4b3c-a5b4-cb0effff0435,e21d4513-ab2a-4ac7-9860-381724efa4a7,2023-05-23,backordered,182.19,debit_card,US,
f2e3532a-1bdf-40aa-adf0-214a831cb52a,f147eecb-7dcd-4057-b179-18303e3eff97,2023-07-14,confirmed,3865.44,credit_card,Germany,
45140e93-5007-4f9f-b082-3508dccacad7,cd71de6f-8bae-49d2-bfcc-19a8101e3c99,2023-11-21,canceled,1184.89,credit_card,US,
1457e401-6f6c-4de4-b0ed-cd8dcfb8ecd1,e9fa39b5-7e54-45f9-9766-fd33eb31f8c7,2024-04-29,delivered,245.22,debit_card,US,
608ae49a-b7d5-4740-99a5-29a843e4799a,36bef2b1-ff0c-486a-a9b7-ca4dbf0cd690,2023-10-31,delivered,811.33,paypal,US,e1b50713-c038-4d36-8e99-aa7a3e1dd82a
26ff7dee-b303-489f-89a9-1ca3ef8dccbe,d06fee96-ed97-4343-bb47-f7dfcf9d403f,2023-09-09,fulfilling,416.02,paypal,Australia,
30aa38de-1cae-4c66-b396-67d7ce2638fc,e21d4513-ab2a-4ac7-9860-381724efa4a7,2023-12-13,delivered,126.4,debit_card,US,22a70b1a-70ac-4b7a-bec0-359c2c2a5754
3f721f85-bf83-4bdf-90e4-71222d605809,9668ef01-8ca7-4718-940f-b56d3cee784b,2023-01-08,delivered,1044.44,gift_card,US,
69ca67bd-9b6b-4f1f-9267-690b443a3237,fc66091e-4597-4774-98ca-78e33c78e7c6,2024-03-18,delivered,2061.43,credit_card,UK,
9afe75d0-13cb-4709-8a65-b191ebd2c087,c89947cd-2112-427b-ad85-84ef07d70067,2024-04-29,delivered,19.75,paypal,UK,
790a387c-f7d2-419b-9a04-08f132aac223,ebc7b605-9d0c-49fc-a758-fd791bed3f26,2023-09-14,delivered,3806.75,credit_card,UK,
b5d379da-74f4-4ada-8997-52e8304372b7,ad473f54-cfaa-4b35-99f5-532d72592f7a,2023-08-25,delivered,154.38,credit_card,US,
5f98ed83-d635-4368-8627-4ba5c31afdeb,b9cfc4e5-f0ea-4f7e-a69a-528912d7b2ba,2024-02-04,delivered,7404.99,debit_card,Australia,
a6bc70f8-d1a9-4b4b-8860-4e0a589da0a5,0cea2329-de7c-48cf-ae74-ce7dfec86cc2,2024-03-31,confirmed,174.21,debit_card,Germany,
0137b1ec-8069-43dd-8ed7-2cd8a7662472,9668ef01-8ca7-4718-940f-b56d3cee784b,2023-12-14,delivered,887.17,paypal,US,
383cede7-dde2-4f96-873c-e41cb1cb34d8,49d7dcc1-2b71-4bff-8ef5-13c6343b3a97,2023-12-13,in_transit,3743.7,credit_card,US,
7589a5cd-322d-448f-af08-6355902db256,e21d4513-ab2a-4ac7-9860-381724efa4a7,2023-12-07,confirmed,3688.45,credit_card,US,
be82abfc-3486-4734-8972-bf3bea3e6137,ad473f54-cfaa-4b35-99f5-532d72592f7a,2024-01-07,delivered,7161.42,debit_card,US,
e590b77e-0083-4d4d-b3cd-195b56e960e2,27b818ea-629b-4095-b504-4a15a922db39,2024-03-27,pending,459.89,credit_card,US,e9e15041-6ac5-430f-b9a2-a8caf63e2ba8
e9d0ff0a-5ffb-49ce-b8d6-a45a7d21321d,c70efc24-7937-4bed-a914-ae131c252469,2023-10-25,delivered,62.83,credit_card,US,
410358bb-11a2-4dfd-93f8-790464c744ba,9668ef01-8ca7-4718-940f-b56d3cee784b,2024-01-08,delivered,307.06,debit_card,US,
cccbdd04-8297-4e7b-bfc4-30f090b17c1e,69b8c25f-636c-45ea-80aa-3413eb6f7f7d,2024-03-14,confirmed,1104.42,credit_card,UK,
223a5692-c109-4b8c-912b-fc9f96a376d5,e2d942f4-5cac-4c86-bb6a-0a0a96a4e40a,2024-01-15,delivered,301.14,apple_pay,US,
d431e62c-9def-4163-9a43-02b6407f9e2a,d750d318-74f3-426c-a5fd-6baacbe32eed,2023-06-03,delivered,2772.19,credit_card,US,
3036236b-a6d6-45ed-95ec-cec6edf81a25,1b2e9092-8666-47e5-b883-83f20d3dba6e,2024-04-22,in_transit,1730.03,debit_card,Germany,
253a2406-d607-4119-919e-128a51a3815c,d06fee96-ed97-4343-bb47-f7dfcf9d403f,2023-09-12,delivered,1559.11,credit_card,Australia,
6c872965-8734-4ad9-97cc-cf4cdd681b67,dfb4d804-80b3-4d76-b7d8-398eacf372f5,2023-04-14,delivered,51.11,debit_card,US,bc598d95-bba1-4398-b161-82a0c01ee708
c17edcef-3963-4d30-b2d4-2ae5337c9080,dd77825f-675d-4b91-add1-e194ae040280,2023-07-16,canceled,1631.72,paypal,US,
50b93c08-4cf5-4b67-8ec1-2eafa9794674,6f94c06b-dbed-4ffc-a981-5b5934ad13fe,2024-03-04,backordered,39.8,credit_card,Germany,
9da03325-019a-465d-9b71-f2b1a2b7cb9a,267c8861-31ec-4107-b92d-a0974781555a,2023-10-26,delivered,13.02,debit_card,US,
2ab7ab63-6694-4034-a2d6-5ceb4679cb54,3f15cd17-b080-4074-8a7e-c24cf8ae1be1,2024-01-12,fulfilling,365.77,credit_card,US,0a7d2c79-4adc-46b3-a2f7-01e50975c815
87c98e92-4001-4df3-aaf6-cb69385ad2d0,dfb4d804-80b3-4d76-b7d8-398eacf372f5,2023-10-21,delivered,2628.07,credit_card,US,
fd12aa27-440b-47b9-8048-86db532e7667,162cf92f-8972-44a9-949b-da75c8847a9a,2024-04-25,delivered,7086.81,debit_card,US,
67662ac7-7549-4c0b-b162-80b95a2ff351,0cea2329-de7c-48cf-ae74-ce7dfec86cc2,2024-04-30,fulfilling,228.87,paypal,Germany,e874bbaf-ce31-4186-a8ed-4647eec5e2e9
753958ee-d046-419b-83e7-3b23208dc0eb,1515a6e2-869c-42a0-88fd-f72eab5da3ac,2023-10-17,delivered,29.37,paypal,US,
78ac5b5b-f2c3-4941-b91f-714e961471bd,6ccabf87-5a51-4576-827e-32dee774ae4a,2024-03-19,returned,1450.35,debit_card,Canada,
91f429b8-d880-4234-9a52-c6d9e6aa644b,694ca800-2a62-442d-81c1-8d9917dfe1a5,2023-12-21,delivered,1997.64,credit_card,US,
b1ac4f39-dcfe-4400-8a2c-eeccd3309518,b6b870c5-93f3-40a8-977e-8e3fb792db51,2024-02-19,canceled,179.89,credit_card,UK,
bd699905-0a1b-4d9f-94d3-c3a73d543720,e99aec32-80d9-4b78-bda0-4e18e25cd8a5,2024-03-17,delivered,2435.04,paypal,US,
4f01a29c-affc-489d-a469-0c0c01d00f95,edca91f4-a5df-44e1-83f2-4936c087d640,2023-04-01,delivered,2549.84,debit_card,US,
02016c80-a53b-4c18-96ca-acdbd59a7f46,6a18ab29-0e69-49de-aa20-93f3de10bd9a,2023-02-04,delivered,6170.15,debit_card,UK,
8ff3332e-8f41-4ecc-8058-7fb1ec7ad392,2707bcd3-11cb-40de-9392-18ac5008f35e,2024-04-20,in_transit,383.07,apple_pay,US,
bddaa407-b21b-4c68-b3f1-4203726e4765,6ccabf87-5a51-4576-827e-32dee774ae4a,2023-12-24,delivered,4158.54,debit_card,Canada,53929d63-6712-4a31-85c3-807f22f068f4
61c3086c-60f4-49bc-ad55-547c5255f6ac,593deab8-1108-47bc-8a0b-62dc81bd329a,2024-02-24,backordered,1736.8,credit_card,US,
96c900a5-e6a2-4893-a6d6-8a38683df16d,7bfa903e-07ef-4ed6-be7b-d3b47f871530,2023-07-16,delivered,408.44,credit_card,US,
2332b608-c8a9-4705-b593-57b1bd6b27e8,196ef926-4d73-4905-bbae-ce3d6cd3f88f,2024-04-16,canceled,229.18,debit_card,US,
4eedf511-d5fc-4f14-90b7-e7a59a38ff52,761c858e-765f-411f-8547-47271f16f38c,2023-11-03,delivered,329.09,credit_card,US,
3c5f63e1-0411-4e9b-9711-68feb26c82f6,162cf92f-8972-44a9-949b-da75c8847a9a,2024-04-01,delivered,2351.7,credit_card,US,
9feb398d-fb6f-4041-88f9-4a1ba90f3f52,079ce70c-3cb6-4521-8809-2faff8701e47,2023-10-11,delivered,1021.31,debit_card,Australia,9f0f3d7a-5aa8-4e43-b137-bc5687f6ef39
49276336-a2f7-48fd-a99b-a5a4858bf407,80827f1f-7cea-41dc-9905-c25587477934,2024-04-10,delivered,72.26,credit_card,US,e5878ca4-968a-4dc2-8e23-1d229388c761
5e2fecdf-9b75-43fa-83f7-21e1c663871f,278d1970-0544-4e9f-bbeb-fa3aab33b66f,2024-03-24,in_transit,1012.35,paypal,UK,
4a21e4fc-3aa4-474a-944f-122493df39bb,ad473f54-cfaa-4b35-99f5-532d72592f7a,2023-03-07,delivered,131.07,credit_card,US,
73bdaf7b-778d-48de-a55b-bb244382a712,3d00f038-feab-4cb3-8aee-67aa70c1836c,2023-06-17,delivered,334.0,apple_pay,US,
d3cdbf99-6927-45a8-94f1-c294b9dc9f9d,ba05d267-f61f-4489-8ff5-ef22c502d1d9,2024-01-02,delivered,321.18,credit_card,US,ba8a086b-51f7-4e0a-9bfe-9a373c4b023b
37047061-0912-4129-b54c-ce94d5226242,d06fee96-ed97-4343-bb47-f7dfcf9d403f,2023-03-19,delivered,358.86,credit_card,Australia,
da3e0c8d-c7d8-4495-ad31-8a2af3da6397,b2c5d6ab-d24d-4f8c-b1df-21249f6fe4c5,2023-11-24,delivered,182.3,debit_card,US,9f0f3d7a-5aa8-4e43-b137-bc5687f6ef39
fbd998c8-4e5c-4fc1-966b-8cf3bc8c4d86,6a18ab29-0e69-49de-aa20-93f3de10bd9a,2023-05-31,delivered,3510.75,credit_card,UK,
7e5ad963-cd6a-40d4-9e5f-88b89461ac83,e28afd39-b42d-4908-b054-6dcc9f96b8ca,2024-04-30,returned,2358.38,debit_card,US,5da11427-9b4e-4e2a-bed3-c4ef3382e74e
69124045-6bcc-40dd-a280-ea96708f5763,2f57afbb-0ed4-4b76-bce5-ee7979a2345f,2023-05-11,backordered,3336.13,paypal,UK,
fd3f8654-442b-4831-bdc6-45caad16e7c0,4abd67b0-664a-4049-9ddd-f9f30f4542c2,2024-01-31,confirmed,81.54,credit_card,US,6c91bddd-70e5-4708-b661-a584a8825398
2d62c49d-733b-47d9-9c0b-80bd3d11e338,47bfbf74-2f6e-421a-a568-ce6f26ec5eb3,2023-12-28,delivered,795.7,credit_card,UK,
91cadd61-b65c-423d-ad0c-12bb94c70b30,85c7bb1a-0faf-4ade-a502-ea4d2050b799,2024-04-10,delivered,2441.85,debit_card,US,
acf18476-cf48-4a84-9c8e-7e36529596d1,1515a6e2-869c-42a0-88fd-f72eab5da3ac,2023-08-30,confirmed,2200.41,gift_card,US,
6b95daa5-858e-4178-a992-27b8dbc31294,d7f1fbce-34f6-431a-831b-0932ad165ed3,2024-04-27,delivered,5295.96,credit_card,Canada,
1698ea98-d04f-4617-901d-20f55d195d84,36bef2b1-ff0c-486a-a9b7-ca4dbf0cd690,2023-08-10,delivered,2266.22,debit_card,US,
eab3427e-7b24-4e10-979a-5f835880f101,b9cfc4e5-f0ea-4f7e-a69a-528912d7b2ba,2023-11-28,fulfilling,1150.96,credit_card,Australia,
b96c492d-0a86-4c38-ad24-d77568662915,e2d942f4-5cac-4c86-bb6a-0a0a96a4e40a,2023-11-03,in_transit,991.88,paypal,US,
22ecec35-c83d-44c6-b8e8-adfb7655192a,a8c06da8-978c-43e5-8616-3f2585fe567e,2023-03-30,delivered,11.35,credit_card,US,
480f19a4-7cfe-4934-ac86-192144893cde,0b6c39e0-8c4c-4f66-8806-8c90db05fa5e,2023-10-09,in_transit,224.57,gift_card,US,00052444-386c-48dd-a034-627dfcd498f8
a096f08c-2b9f-4fa4-82bb-bab837c389b8,aa7f3132-6181-444a-9839-b501d2f13a1a,2024-04-15,returned,1256.66,paypal,US,
91065b86-d9ec-4efe-b098-e9fb20e3b5ec,859c4e8d-c729-4301-9f87-d393a6120d66,2023-09-01,delivered,173.35,credit_card,US,
7e407817-fb10-4b74-a860-4453454e02c3,71017aa3-5bff-4f34-b600-4c35aaad3880,2024-04-09,delivered,3109.88,credit_card,US,
9c4c45c8-6c98-404f-b8f1-d9f8a0956e69,b6b870c5-93f3-40a8-977e-8e3fb792db51,2024-02-17,returned,1438.23,apple_pay,UK,
0138ce3f-5eab-4a7e-b0e8-619f3a538a9f,ef7ffc4f-13aa-4843-8838-38e09805bd8a,2023-11-22,delivered,1594.76,apple_pay,US,88f57a58-fd83-4e0e-8855-f69680be18f5
72309904-7c77-4f8b-82ee-33b24fb02c9d,4a9c434c-9c1f-4472-b2fd-dff6594bbc7a,2023-11-28,delivered,930.93,credit_card,US,
ee112802-bf29-482b-9f06-8bd90c5f0525,e21d4513-ab2a-4ac7-9860-381724efa4a7,2023-05-22,delivered,1278.59,debit_card,US,
fc86a3a9-bcb8-4004-9741-12a122a5afc1,84d97571-f54f-4ddf-a4c9-8f29a73324a6,2024-04-15,delivered,129.24,credit_card,Germany,
0594c2e0-4ed3-41d4-beea-7066b545920d,4e7a02f5-f62d-401f-b528-5d0af80d68c0,2023-07-27,delivered,80.08,credit_card,US,
3b9b673f-cd35-4bd0-a88e-ce643b2f8636,d8b3cec9-cf3c-4972-b5a8-44c3c117eb94,2023-10-12,delivered,105.87,credit_card,UK,
01d9e1ac-72d3-464c-a899-41e12100e10a,7fef3a73-5e10-4464-abc9-3aa76ef570e3,2024-04-02,delivered,1105.61,debit_card,US,
8a3f4a00-8673-4105-a3b6-281442e28158,9242a58a-abf2-4882-a2bd-51ca976582ab,2024-01-20,delivered,155.97,credit_card,US,
a75f1487-cae9-4f00-9890-72b0dcb9648a,502bcef1-e8d7-43c4-89eb-25fa42bc86e4,2024-02-14,in_transit,236.21,apple_pay,Australia,
679d5456-fac8-485e-a733-dd94e524492f,b3a5b702-4adb-40e1-9a96-7e9b869cc524,2024-03-16,returned,610.16,apple_pay,UK,
794f721a-7464-402e-8da9-e429683c254d,8be97fa7-fb9e-4b61-9d8c-3e4064da8b1c,2023-12-05,delivered,828.65,credit_card,Canada,
796351e6-acf7-47ac-8da6-da9210000544,240a248d-2118-4612-ab28-d84644a10b0a,2023-02-02,delivered,1218.61,credit_card,US,
38b46cf9-40ea-41f0-a7db-87d321bcf8d7,4be39f5b-f970-406e-a161-72a345f5c305,2024-04-02,delivered,118.72,credit_card,US,
44bcefb1-ddc9-4402-b54f-a91654c57504,ab91aa49-0cea-4a94-ab8a-4575d276b363,2024-03-30,delivered,115.07,paypal,US,d75c54d6-c133-41dc-ac8a-c1752c45bb0b
e3000188-603c-409d-aa45-6b9785f0c1de,079ce70c-3cb6-4521-8809-2faff8701e47,2023-07-02,confirmed,393.98,paypal,Australia,
4206f6b8-da01-41e4-88a9-beda1ed01b05,85e6ac54-dfd6-4c62-9415-4e1d1c3dc1bd,2023-08-23,delivered,496.53,credit_card,US,
bcf94391-97c6-44d1-be98-d2ff9c66106b,2bf39097-0bf2-4fc3-b2f3-818bf1a031ad,2023-02-04,delivered,1408.74,gift_card,UK,
7618533d-14e7-42f3-8cf8-1be9ff87fdfa,dd77825f-675d-4b91-add1-e194ae040280,2023-07-02,delivered,633.02,debit_card,US,59002d28-d21b-46ec-9242-0a9af1421105
df715744-3afe-444f-84eb-a02bb54a6115,038c10ae-ddb1-4e4a-9a31-cd9e4f81c9bd,2024-01-13,delivered,579.2,debit_card,Canada,
3c85136a-b8a3-4003-8252-746bf7ea9e87,8be97fa7-fb9e-4b61-9d8c-3e4064da8b1c,2023-05-29,delivered,2367.73,apple_pay,Canada,
0a855248-7e39-4c7c-be61-037f8d2a6692,489ea9ac-f64a-4f17-84e1-a2efcdefd755,2024-04-11,confirmed,4730.62,credit_card,Canada,
9a1835f8-22c1-4f93-a323-5e5cfbcb384c,68cfd71d-256e-4e25-8b2b-fbd7048f0c99,2023-07-10,delivered,1798.34,paypal,US,c02e7533-8a51-4d43-ae76-15692046f814
74a00e6f-1446-4206-b2fe-471c3d68d312,b2c5d6ab-d24d-4f8c-b1df-21249f6fe4c5,2023-04-18,delivered,904.93,paypal,US,
f7eb4114-8a0a-4b48-b26f-3cac50be2b7e,d3e92971-ee66-4bd6-a53e-c64d8843b9af,2024-02-10,delivered,1321.09,credit_card,Australia,
935eb4b0-926b-4ed9-8930-952dffac5cd0,1b458081-106e-4baf-a7bb-ad8eaf58ae65,2023-02-04,confirmed,932.66,apple_pay,US,
e87954ef-457e-469e-baa1-fca5fea8ff0e,73ef568a-1ec5-4e89-ada1-5a27afbf7e1b,2023-12-04,in_transit,82.86,debit_card,UK,
c6cd9752-ee20-4ab5-831c-a50e3b4691a1,825beef6-e9ca-4194-bc17-e91c96470e0c,2023-10-26,delivered,1977.02,credit_card,Canada,
57a0050d-3d16-467f-947f-034265bfa7f8,7167c83a-16a1-4b18-b2a2-7cace54172c0,2024-03-28,backordered,86.63,credit_card,Germany,21c461da-53ea-4fa3-9d86-6540660eabca
fa17e9b9-99ef-404e-ba3a-5398ae9246f4,825beef6-e9ca-4194-bc17-e91c96470e0c,2023-11-08,delivered,6416.99,paypal,Canada,
1f48e3b2-9bdc-4753-a964-13be62af177d,4e7a02f5-f62d-401f-b528-5d0af80d68c0,2023-10-28,in_transit,715.85,credit_card,US,
7fb8ce22-f768-43d0-b9b5-adfeb46da263,761c858e-765f-411f-8547-47271f16f38c,2024-03-03,backordered,1849.98,credit_card,US,
54f02f58-efb8-4637-a459-0f29e502d5a2,6ccabf87-5a51-4576-827e-32dee774ae4a,2023-02-11,delivered,338.26,credit_card,Canada,
e06da89f-5ee9-4dd1-b3fe-fc99d6878930,61cdccf9-1c42-4759-92a2-8b7af567043c,2024-03-10,delivered,78.79,credit_card,Australia,
f4040b9c-486a-442b-9cfe-a2f89fe553d7,48363c09-6497-4ba0-bcf4-09e8bb453631,2023-02-12,delivered,464.49,credit_card,UK,
dbfd37e7-1bf3-41ad-a194-de1aac7eb486,4e7a02f5-f62d-401f-b528-5d0af80d68c0,2024-03-12,delivered,1130.49,credit_card,US,
b9159c25-f2d0-43e2-87df-0ac7884d5f81,b2c5d6ab-d24d-4f8c-b1df-21249f6fe4c5,2024-02-26,delivered,4365.49,apple_pay,US,34105244-8c1a-4331-8421-efe5e785ab9a
4ff414e7-4152-4e59-9020-ebb17824c7fe,cc92017a-3a4f-4643-8094-93c9b56d25e0,2024-04-29,canceled,500.16,debit_card,UK,4a006bc4-5fdd-4955-9e9e-3a163cf13b87
279a551a-ba62-4df6-98a7-c7abcf93795f,e5a0ba19-6693-4036-b995-b3b2a41a678a,2023-11-07,fulfilling,108.76,credit_card,UK,
046ee8a9-a974-45a3-a4e4-13c6230e636b,b9cfc4e5-f0ea-4f7e-a69a-528912d7b2ba,2023-12-02,confirmed,2176.16,apple_pay,Australia,
a231cfef-ab60-4d0f-8c73-a4fa3234b6e2,161b62da-8b33-462e-b798-fae6e08e72d9,2023-10-01,delivered,2977.8,credit_card,US,
cbb2cdae-0b9e-43d0-a6af-c14b59382f1e,5c796213-d509-4978-bb03-5a28a2cf0d59,2024-02-09,delivered,1626.64,credit_card,US,
1a7df1bd-61f4-437f-8384-ed2dc20a5482,cdc822c5-597d-483a-881d-318c9565674f,2024-04-23,fulfilling,5475.5,debit_card,US,b7c9faba-5ec4-4b76-9256-a1c7f77a13c0
263970ee-041c-4f6f-bd9f-f82acd7305a3,d06fee96-ed97-4343-bb47-f7dfcf9d403f,2023-03-10,delivered,18.75,credit_card,Australia,
92e2a8af-f149-4f03-9354-56acd252ec7d,9b954335-f41c-473d-b707-8bbb94f32d13,2023-05-06,fulfilling,2218.95,paypal,US,
ed9e828d-ac01-44a8-b773-14c38f243e8e,b9cfc4e5-f0ea-4f7e-a69a-528912d7b2ba,2024-02-02,canceled,2078.92,credit_card,Australia,
d8abb9a3-6919-4a16-8c04-7353f4de5cdf,4be39f5b-f970-406e-a161-72a345f5c305,2024-04-19,delivered,624.42,credit_card,US,
