shipment_id,order_id,warehouse_id,carrier,tracking_number,shipped_date,delivered_date,shipment_state
925b5c7a-8c56-4bd0-9865-bf46dec59e4d,bd699905-0a1b-4d9f-94d3-c3a73d543720,414c90e8-1f79-4fac-aa23-cea655b18828,fedex,1Z668YX6576562138,2024-03-18,2024-03-27,delivered
6a866253-3730-4903-9ef1-4e6ce75fd014,4f01a29c-affc-489d-a469-0c0c01d00f95,ab993ac2-3403-4413-88ca-adf00cee0973,ups,1Z840RQ7083697225,2023-04-03,2023-04-09,delivered
6cfc200f-aaea-465e-80b4-7355f86fc5b2,02016c80-a53b-4c18-96ca-acdbd59a7f46,90d6c40d-10d6-432b-99fe-bd1448f1aa57,dhl,1Z932VB3009697861,2023-02-06,2023-02-16,delivered
456549ff-548b-4fba-ba7e-4fb6b061d8d3,8ff3332e-8f41-4ecc-8058-7fb1ec7ad392,fa42ec50-bf62-41ae-851d-68ee160f73ae,fedex,1Z993ZC5584206882,2024-04-21,,in_transit
e6fcffc1-4b63-43ce-8e0f-da88513e460a,bddaa407-b21b-4c68-b3f1-4203726e4765,675870cd-1868-4277-aeba-578addec8838,ups,1Z783JP3225261334,2023-12-26,2024-01-03,delivered
b71bbe93-8b8a-4cb3-9e1d-84dc2823d1b3,96c900a5-e6a2-4893-a6d6-8a38683df16d,bf354916-9528-4db9-8189-f6524573c41b,usps,1Z058YO3189896844,2023-07-19,2023-07-29,delivered
e5b2b40c-e065-4c2a-88cd-7988879e9337,4eedf511-d5fc-4f14-90b7-e7a59a38ff52,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z687TJ7669824197,2023-11-06,2023-11-14,delivered
3d41b713-c9aa-4c43-a064-9c4b1f136e23,3c5f63e1-0411-4e9b-9711-68feb26c82f6,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,ups,1Z531PY0557526274,2024-04-04,2024-04-07,delivered
1e0d0221-591c-42e1-9d56-5b808c2b7c8d,9feb398d-fb6f-4041-88f9-4a1ba90f3f52,90d6c40d-10d6-432b-99fe-bd1448f1aa57,fedex,1Z662AK3697303275,2023-10-13,2023-10-23,delivered
25e35867-6ea9-4b78-8fd7-26cc58f8624e,49276336-a2f7-48fd-a99b-a5a4858bf407,186252aa-ede5-4d43-ae8c-afa67e2d2f41,ups,1Z108UK3363714745,2024-04-12,2024-04-15,delivered
a96e27c8-3c85-41b4-bb8f-4d1af46f3bd2,5e2fecdf-9b75-43fa-83f7-21e1c663871f,675870cd-1868-4277-aeba-578addec8838,ups,1Z635UE0175067859,2024-03-26,,in_transit
2e276d97-04b7-4981-bf4f-da3bc44412f1,4a21e4fc-3aa4-474a-944f-122493df39bb,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,ups,1Z273YU3437287919,2023-03-09,2023-03-10,delivered
ef93aa96-c45b-4535-95e4-3ff4fde41814,73bdaf7b-778d-48de-a55b-bb244382a712,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,ups,1Z154EK2397628801,2023-06-18,2023-06-19,delivered
9eec6f18-ec8d-4aee-bcde-921695dce290,d3cdbf99-6927-45a8-94f1-c294b9dc9f9d,17c4e490-aea6-450e-8341-edd09cb436b7,dhl,1Z359LF1262449404,2024-01-05,2024-01-14,delivered
3f6587ff-b3be-427d-92fd-85d4133f27a6,37047061-0912-4129-b54c-ce94d5226242,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,amazon_logistics,1Z891BK2983741200,2023-03-22,2023-03-29,delivered
91894ee5-29fb-4bce-820e-96610b3aa9db,da3e0c8d-c7d8-4495-ad31-8a2af3da6397,186252aa-ede5-4d43-ae8c-afa67e2d2f41,dhl,1Z194TF1419016319,2023-11-25,2023-12-04,delivered
90ab2508-b0a5-4e53-ac6f-4071c9660ade,fbd998c8-4e5c-4fc1-966b-8cf3bc8c4d86,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,dhl,1Z378WF1979360724,2023-06-02,2023-06-12,delivered
d804552d-70ca-45c6-b601-cecfd4ca8102,7e5ad963-cd6a-40d4-9e5f-88b89461ac83,675870cd-1868-4277-aeba-578addec8838,ups,1Z186FE3515917494,2024-04-30,2024-04-30,returned
75f7f12c-39de-46f0-8055-0d15ec13da24,2d62c49d-733b-47d9-9c0b-80bd3d11e338,bf354916-9528-4db9-8189-f6524573c41b,usps,1Z188CB9483766983,2023-12-31,2024-01-07,delivered
b7331ab0-278e-4176-ba21-27894e0b4629,91cadd61-b65c-423d-ad0c-12bb94c70b30,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,usps,1Z076XC7221580901,2024-04-12,2024-04-16,delivered
2bce7177-2fc1-44b2-8cc6-4871fb912276,6b95daa5-858e-4178-a992-27b8dbc31294,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,usps,1Z517JR1206433236,2024-04-28,2024-04-30,delivered
2c2354c0-8ae7-4038-96cb-5bd94514bedf,1698ea98-d04f-4617-901d-20f55d195d84,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,fedex,1Z198JA2998691405,2023-08-13,2023-08-23,delivered
5bd7ce48-7eb3-487e-bdfa-580833e06045,b96c492d-0a86-4c38-ad24-d77568662915,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,ups,1Z655BS4554025307,2023-11-05,,in_transit
6601db79-c60a-44b2-957b-964d258438c9,22ecec35-c83d-44c6-b8e8-adfb7655192a,414c90e8-1f79-4fac-aa23-cea655b18828,usps,1Z198GD7897478438,2023-04-01,2023-04-03,delivered
403da483-0184-45d7-bdb9-2573189caf12,480f19a4-7cfe-4934-ac86-192144893cde,17c4e490-aea6-450e-8341-edd09cb436b7,ups,1Z311NA7980856611,2023-10-11,,in_transit
3811a962-e124-45aa-b5f4-1d99d00e3269,a096f08c-2b9f-4fa4-82bb-bab837c389b8,3b5e3aa9-ba0f-4938-8883-41d61182dc94,dhl,1Z166QZ7458964897,2024-04-16,2024-04-25,returned
8e32b1cc-30e3-4b4d-970d-9abbcb7e8673,91065b86-d9ec-4efe-b098-e9fb20e3b5ec,414c90e8-1f79-4fac-aa23-cea655b18828,dhl,1Z101GH3035706971,2023-09-02,2023-09-10,delivered
01a02326-f0e0-4617-acfc-7db70dffe292,7e407817-fb10-4b74-a860-4453454e02c3,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z685FO4956539073,2024-04-11,2024-04-18,delivered
faf16640-5166-4cb4-a12c-7b819d49f0ce,9c4c45c8-6c98-404f-b8f1-d9f8a0956e69,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,amazon_logistics,1Z546DR0441314751,2024-02-18,2024-02-28,returned
0a10120a-5248-40f7-b153-dfda19bf83a7,0138ce3f-5eab-4a7e-b0e8-619f3a538a9f,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,fedex,1Z637WY1772141598,2023-11-23,2023-12-02,delivered
89eda2a8-d2dc-48a8-9f38-e3b319f3794e,72309904-7c77-4f8b-82ee-33b24fb02c9d,bbc4323f-7fdc-4913-8813-74f66d90fbff,usps,1Z650DW2505067438,2023-12-01,2023-12-03,delivered
1a3287fc-064f-4ef4-add7-f6cc80b32822,ee112802-bf29-482b-9f06-8bd90c5f0525,fa42ec50-bf62-41ae-851d-68ee160f73ae,amazon_logistics,1Z835TB4442021327,2023-05-23,2023-05-25,delivered
edc5bb88-ec53-41f7-9417-c57d056082f3,fc86a3a9-bcb8-4004-9741-12a122a5afc1,414c90e8-1f79-4fac-aa23-cea655b18828,fedex,1Z410XW3753000113,2024-04-16,2024-04-17,delivered
ee8c3925-f3be-44b4-b1fd-b4e3d2548d33,0594c2e0-4ed3-41d4-beea-7066b545920d,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z904RM2274732841,2023-07-29,2023-08-04,delivered
cda0e5a5-f642-42b3-adf4-07766d9932b1,3b9b673f-cd35-4bd0-a88e-ce643b2f8636,3b5e3aa9-ba0f-4938-8883-41d61182dc94,fedex,1Z219GJ3195498432,2023-10-13,2023-10-15,delivered
87e8ae06-4a2e-4dde-bb73-4aad80c129da,01d9e1ac-72d3-464c-a899-41e12100e10a,186252aa-ede5-4d43-ae8c-afa67e2d2f41,amazon_logistics,1Z069UM5737889151,2024-04-04,2024-04-14,delivered
63e8a795-24fe-4399-887f-bf8442dbfc4c,8a3f4a00-8673-4105-a3b6-281442e28158,2f1e95b4-aa81-4b55-926d-70531f59528d,usps,1Z057UR1155461267,2024-01-23,2024-01-24,delivered
5e82278b-66ab-4dc9-8375-e99ef828d2b3,a75f1487-cae9-4f00-9890-72b0dcb9648a,bf354916-9528-4db9-8189-f6524573c41b,fedex,1Z763FI3454162717,2024-02-15,,in_transit
da2221db-440a-4895-83c4-4e19846a5166,679d5456-fac8-485e-a733-dd94e524492f,2f1e95b4-aa81-4b55-926d-70531f59528d,amazon_logistics,1Z830CW2297323914,2024-03-18,2024-03-20,returned
d63d5f53-8b6d-492c-9a70-d401289430f4,794f721a-7464-402e-8da9-e429683c254d,17c4e490-aea6-450e-8341-edd09cb436b7,fedex,1Z855ES1240985821,2023-12-07,2023-12-09,delivered
e9a3d942-2369-4347-8781-0f630ee8b41d,796351e6-acf7-47ac-8da6-da9210000544,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,ups,1Z160YF3517737051,2023-02-03,2023-02-10,delivered
a8e70e30-3b7b-4649-b886-5c17b15bf45c,38b46cf9-40ea-41f0-a7db-87d321bcf8d7,bf354916-9528-4db9-8189-f6524573c41b,ups,1Z950TP7009760936,2024-04-04,2024-04-14,delivered
1f739922-c368-4d39-88fe-575491e7ee39,44bcefb1-ddc9-4402-b54f-a91654c57504,ab993ac2-3403-4413-88ca-adf00cee0973,ups,1Z130QQ9601324657,2024-04-01,2024-04-11,delivered
81f4de02-1a75-4d16-9df0-4a5353903a29,4206f6b8-da01-41e4-88a9-beda1ed01b05,2f1e95b4-aa81-4b55-926d-70531f59528d,usps,1Z951BV4258423470,2023-08-26,2023-08-27,delivered
97b3b122-9e11-4acd-8f95-e909b2359b83,bcf94391-97c6-44d1-be98-d2ff9c66106b,414c90e8-1f79-4fac-aa23-cea655b18828,dhl,1Z096PN4807054509,2023-02-06,2023-02-09,delivered
5959dfa6-de7c-43a8-87e5-32d2ccb7b4ff,7618533d-14e7-42f3-8cf8-1be9ff87fdfa,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z191XC5475983587,2023-07-03,2023-07-04,delivered
e99263aa-8dfe-41c7-ae6c-3a78de455836,df715744-3afe-444f-84eb-a02bb54a6115,90d6c40d-10d6-432b-99fe-bd1448f1aa57,ups,1Z386DG9868693315,2024-01-15,2024-01-25,delivered
1300c876-bb13-49f3-b93e-695b527724ee,3c85136a-b8a3-4003-8252-746bf7ea9e87,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,ups,1Z759IV1745066808,2023-05-31,2023-06-06,delivered
c9f89231-e8dd-4ba4-add2-f93dd6ad2f21,9a1835f8-22c1-4f93-a323-5e5cfbcb384c,186252aa-ede5-4d43-ae8c-afa67e2d2f41,fedex,1Z272RO6951916712,2023-07-13,2023-07-16,delivered
ef46aaf7-df98-4b2a-b7a8-2a15b233e0a9,74a00e6f-1446-4206-b2fe-471c3d68d312,2f1e95b4-aa81-4b55-926d-70531f59528d,ups,1Z855VB3261631354,2023-04-20,2023-04-22,delivered
494b1c8a-b850-4db0-8afe-2796e2ac68f7,f7eb4114-8a0a-4b48-b26f-3cac50be2b7e,ab993ac2-3403-4413-88ca-adf00cee0973,usps,1Z622MA5882565545,2024-02-11,2024-02-15,delivered
d2825514-eef4-4ee8-8e36-fea0f33e73a7,e87954ef-457e-469e-baa1-fca5fea8ff0e,bf354916-9528-4db9-8189-f6524573c41b,ups,1Z171XZ3831102198,2023-12-05,,in_transit
e92a0fdd-a5c4-48c7-a1d9-3cc0e969c6d4,c6cd9752-ee20-4ab5-831c-a50e3b4691a1,ab993ac2-3403-4413-88ca-adf00cee0973,fedex,1Z754ZQ7508377670,2023-10-27,2023-11-05,delivered
8197d822-93c0-4c70-8558-55854f3ded12,fa17e9b9-99ef-404e-ba3a-5398ae9246f4,414c90e8-1f79-4fac-aa23-cea655b18828,fedex,1Z740NP1097693084,2023-11-10,2023-11-16,delivered
aab74e3e-73d4-4a38-82c5-d5b925b2c27f,1f48e3b2-9bdc-4753-a964-13be62af177d,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,ups,1Z972CE7603962659,2023-10-30,,in_transit
7a4f6ed2-3491-47ad-9e1c-127589d48471,54f02f58-efb8-4637-a459-0f29e502d5a2,186252aa-ede5-4d43-ae8c-afa67e2d2f41,usps,1Z002QL7621298825,2023-02-14,2023-02-23,delivered
6e561374-d12a-4c2a-909c-87478797ec31,e06da89f-5ee9-4dd1-b3fe-fc99d6878930,675870cd-1868-4277-aeba-578addec8838,usps,1Z799QA3402013504,2024-03-12,2024-03-18,delivered
ab3e6f07-a0de-4a5c-9616-dc9f4af495ff,f4040b9c-486a-442b-9cfe-a2f89fe553d7,2f1e95b4-aa81-4b55-926d-70531f59528d,ups,1Z184PN8848185622,2023-02-13,2023-02-16,delivered
3bfb78e0-d3b9-4cfa-b574-08dd4281def4,dbfd37e7-1bf3-41ad-a194-de1aac7eb486,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z272UK9242184312,2024-03-14,2024-03-22,delivered
0ecf4942-a255-4e00-8c02-2d35c85a446b,b9159c25-f2d0-43e2-87df-0ac7884d5f81,2f1e95b4-aa81-4b55-926d-70531f59528d,amazon_logistics,1Z730BV9278233878,2024-02-28,2024-03-09,delivered
264cb8c6-9c71-4a50-a955-ed414bcde79b,a231cfef-ab60-4d0f-8c73-a4fa3234b6e2,675870cd-1868-4277-aeba-578addec8838,ups,1Z501CJ2638204431,2023-10-02,2023-10-12,delivered
